ticket_text,issue_type,department
where do I receive a refund of my money?,get_refund,REFUND
what do I have to do to set another shipping address up?,set_up_shipping_address,SHIPPING
I have an issue setting the shipping address up,set_up_shipping_address,SHIPPING
where do i see the early termination fees,check_cancellation_fee,CANCEL
need assistance filing a reclamation against your company,complaint,FEEDBACK
assistance to see your goddamn money back guarantee,check_refund_policy,REFUND
I do not know what to do to close my gold account,delete_account,ACCOUNT
i aint registered yet help me opening an {{Account Type}} account,create_account,ACCOUNT
i have to sign up to ur newsletter can uhelp me,newsletter_subscription,SUBSCRIPTION
I have problems with opening my {{Account Type}} account,create_account,ACCOUNT
"I have to earn an article, how can I do it?",place_order,ORDER
want support  editing my shipping address,change_shipping_address,SHIPPING
I want help checking order {{Order Number}} current status,track_order,ORDER
check ETA of order {{Order Number}},track_order,ORDER
need help to notify of problems with payment,payment_issue,PAYMENT
modify data on platinum account,edit_account,ACCOUNT
changing information on freemium account,edit_account,ACCOUNT
I cannotsubmit my shipping address,set_up_shipping_address,SHIPPING
"I entered a wrong address, how do I update it?",change_shipping_address,SHIPPING
help ordering several products,place_order,ORDER
wanna notify of goddamn errors with online payment,payment_issue,PAYMENT
I need assistance to see the withdrawal fees,check_cancellation_fee,CANCEL
I have errors trying to pudate my shipping address,change_shipping_address,SHIPPING
can you tell me what payment options are available?,check_payment_methods,PAYMENT
switch to  platinum account,switch_account,ACCOUNT
ido not know what i need to do to get the invoice #37777,get_invoice,INVOICE
is it possible to order from {{Delivery City}}?,delivery_options,DELIVERY
modify {{Account Type}} accunt,edit_account,ACCOUNT
is it possible to check if there are any news on my rebate?,track_refund,REFUND
can I see invoice #00108?,check_invoice,INVOICE
is it possible to acquire some of ur product,place_order,ORDER
assistance to ask for a reimbursement,get_refund,REFUND
i have glt to buy a few of ur item help me,place_order,ORDER
need assistance to modify the address,change_shipping_address,SHIPPING
i want help to create a fucking {{Account Category}} account for my mom,create_account,ACCOUNT
i dont know how to see the termination charge,check_cancellation_fee,CANCEL
I need help to see the accepted paayment options,check_payment_methods,PAYMENT
I want help canceling purchase {{Order Number}},cancel_order,ORDER
how could I lodge a reclamation?,complaint,FEEDBACK
another {{Account Category}} account for father,create_account,ACCOUNT
i dont know what i need to do to obtain compensations,get_refund,REFUND
help entering a different shipping address,set_up_shipping_address,SHIPPING
assistance informing of a signup problem,registration_problems,ACCOUNT
assistance with canceling order {{Order Number}},cancel_order,ORDER
I'd like to dad an item to purchase {{Order Number}},change_order,ORDER
i dont know how to check the ETA of purchase {{Order Number}},track_order,ORDER
how do i use the {{Account Category}} profile,switch_account,ACCOUNT
I need help subscribing to your corporate newsletter,newsletter_subscription,SUBSCRIPTION
can you help me unsubscribing from the corporate newsletter?,newsletter_subscription,SUBSCRIPTION
get invoices from December,get_invoice,INVOICE
i want help to enter a new delivery address,set_up_shipping_address,SHIPPING
where to see hwen my delivery is going to arrive?,delivery_period,DELIVERY
assistance checking in which cases can i ask to be refunded,check_refund_policy,REFUND
assistance canceling purchase {{Order Number}},cancel_order,ORDER
wanna know more about a shipping address update,change_shipping_address,SHIPPING
where do I shop several of your product?,place_order,ORDER
i expect a restitution of {{Refund Amount}} dollafs,track_refund,REFUND
I don't knpw how to report payment issues,payment_issue,PAYMENT
how to get bill #85632,get_invoice,INVOICE
help to see what shipping options you offer,delivery_options,DELIVERY
there are issues setting up the delivery address,set_up_shipping_address,SHIPPING
new {{Account Type}} account for wife,create_account,ACCOUNT
I don't know hwat to do to earn several items,place_order,ORDER
help with canceling purchase {{Order Number}},cancel_order,ORDER
how to see the payment modalities?,check_payment_methods,PAYMENT
get invoices from seven months ago,get_invoice,INVOICE
i dont know what to do to change to the {{Account Type}} account,switch_account,ACCOUNT
camceling order {{Order Number}},cancel_order,ORDER
can I see the current status of the compensation?,track_refund,REFUND
i have put the old address by mistkae help me modifying it,change_shipping_address,SHIPPING
can I receive the company newsletter?,newsletter_subscription,SUBSCRIPTION
can ya show me at what time customr service available is,contact_customer_service,CONTACT
purchase {{Order Number}} current  status,track_order,ORDER
want help to enter my secondary shipping address,set_up_shipping_address,SHIPPING
I'm trying to check  the termination fee,check_cancellation_fee,CANCEL
find ionvoice #85632,check_invoice,INVOICE
what do I have to do to notify of a damn payment problem?,payment_issue,PAYMENT
support trying to change my delivefy address,change_shipping_address,SHIPPING
help adding an item to purchase {{Order Number}},change_order,ORDER
what do i need to do to restore my user profile access  key,recover_password,ACCOUNT
need help unsubscribing from ur newsletter,newsletter_subscription,SUBSCRIPTION
I have problems with the deletion of my {{Account Category}} account,delete_account,ACCOUNT
I want assistanceinforming of errors with a registration,registration_problems,ACCOUNT
where can I see when my roder is going to arrive?,delivery_period,DELIVERY
i do not know how i can switch to the platinum account,switch_account,ACCOUNT
"I have got to earn several of your item, can you help me?",place_order,ORDER
where could i obtain compensations of money,get_refund,REFUND
want assistance to send feedback about your company,review,FEEDBACK
where to get my bill #00108?,get_invoice,INVOICE
i want help getting the invoice #00108,get_invoice,INVOICE
pudate {{Account Category}} account,edit_account,ACCOUNT
where to inform of a sign-up problem?,registration_problems,ACCOUNT
"I have to leave a comment for a product, I need assistance",review,FEEDBACK
what do I have to do to change t the {{Account Category}} account?,switch_account,ACCOUNT
where to check the eta  of the order {{Order Number}},track_order,ORDER
have problems wkth a forgotten password,recover_password,ACCOUNT
I need help to order some articles,place_order,ORDER
I have to check the accepted payment modalities,check_payment_methods,PAYMENT
I try to remove some articles from order {{Order Number}},change_order,ORDER
i  want assistance to leave feedback for ur company,review,FEEDBACK
need help to see how soon can I expect the delivery,delivery_period,DELIVERY
could you help me report an error with signup?,registration_problems,ACCOUNT
update information on {{Account Category}} account,edit_account,ACCOUNT
i cant report a problem with registrations,registration_problems,ACCOUNT
assistance to lodge a fucking consumer claim,complaint,FEEDBACK
is it possible to cancel purchase {{Order Number}}?,cancel_order,ORDER
can i open a {{Account Type}} account,create_account,ACCOUNT
help me notify of problems with registrations,registration_problems,ACCOUNT
help me sign up to the corporate newsletter,newsletter_subscription,SUBSCRIPTION
i dont know what i need to do to remove my standard account,delete_account,ACCOUNT
help to edit the information on my user profile,edit_account,ACCOUNT
how to check the early exit penalties?,check_cancellation_fee,CANCEL
how to see what shipment options I can choose?,delivery_options,DELIVERY
there are issues setting the secondary shipping address up,set_up_shipping_address,SHIPPING
i dont know what i need to do to get the bill #85632,get_invoice,INVOICE
could you help me seeing the payment options?,check_payment_methods,PAYMENT
I need information about the access key reset,recover_password,ACCOUNT
give me information about the removal of a premium account,delete_account,ACCOUNT
what do i need to do to set up a different shipping address,set_up_shipping_address,SHIPPING
"I need to see your money back policy, can you hep me?",check_refund_policy,REFUND
problems with canceling purchase {{Order Number}},cancel_order,ORDER
I do not know how to download the bill #12588,get_invoice,INVOICE
shipmetns to {{Delivery City}},delivery_options,DELIVERY
where to retrievethe pwd of my account?,recover_password,ACCOUNT
I have got to inform of signup issues,registration_problems,ACCOUNT
switching to pro account,switch_account,ACCOUNT
I want help reporting a payment issue,payment_issue,PAYMENT
I want to see my rebate status,track_refund,REFUND
I have a problem with cancelling purchase {{Order Number}},cancel_order,ORDER
registration issue,registration_problems,ACCOUNT
"I have to swap some items of order {{Order Number}}, help me",change_order,ORDER
can I close a standard account?,delete_account,ACCOUNT
uhave an address to send some feedback for a product,review,FEEDBACK
what do i need to do to change to the gold account,switch_account,ACCOUNT
how do i edit purchase {{Order Number}},change_order,ORDER
I don't know how to cancel purchase {{Order Number}},cancel_order,ORDER
"I never make use of the gold account, help me deleting it",delete_account,ACCOUNT
cancel purchase370795561790,cancel_order,ORDER
what do I have to do to cancel purchase {{Order Number}}?,cancel_order,ORDER
what do i have to d to remove the {{Account Type}} account,delete_account,ACCOUNT
I do not know what to do to submit my new shipping address,set_up_shipping_address,SHIPPING
I'm trying to see at what time i can call customer support,contact_customer_service,CONTACT
shiping to {{Delivery City}},delivery_options,DELIVERY
"I have to earn several products, how can I do it?",place_order,ORDER
help to see the early termination charge,check_cancellation_fee,CANCEL
update data on {{Account Category}} account,edit_account,ACCOUNT
i dont know how to report issues with online payments,payment_issue,PAYMENT
i cannot check if there is anything new on the reimbursement,track_refund,REFUND
i lost the bills from {{Person Name}} show them to me,check_invoice,INVOICE
I do not know what to do to check your reimbursement policy,check_refund_policy,REFUND
I can't check the status of purchase {{Order Number}},track_order,ORDER
can you help me submit the secondary delivery address?,set_up_shipping_address,SHIPPING
I try to check what hours I can contact customer service,contact_customer_service,CONTACT
i have to reset my user account pwd how cn i do it,recover_password,ACCOUNT
help me to file a consumer claim,complaint,FEEDBACK
I need assistance trying to change the delivery address,change_shipping_address,SHIPPING
see purchase {{Order Number}} goddamn status,track_order,ORDER
there are problems submitting a secondary shipping address,set_up_shipping_address,SHIPPING
I can no longer pay for purchase {{Order Number}},cancel_order,ORDER
I don't know what I have to do to delete my platinum acount,delete_account,ACCOUNT
where can I set the secondary delivery address up?,set_up_shipping_address,SHIPPING
I can't subscribe to the newsletter,newsletter_subscription,SUBSCRIPTION
"I paid {{Currency Symbol}}{{Refund Amount}} for these products, how to receive a refund?",get_refund,REFUND
is it possible to order from {{Delivery City}},delivery_options,DELIVERY
i need assistance restoring the pass of my profile,recover_password,ACCOUNT
help checking what hours I can contact customer assistance,contact_customer_service,CONTACT
can i look for bill #37777,check_invoice,INVOICE
assistance reporting problems with signup,registration_problems,ACCOUNT
help me see in what cases can i request a reimbursement,check_refund_policy,REFUND
mail me the invoice from {{Person Name}},get_invoice,INVOICE
could you help me to use the standard profile?,switch_account,ACCOUNT
help submitting feedback about your services,review,FEEDBACK
"I have to speak to customer support, how can I do it?",contact_customer_service,CONTACT
i need assistance checking the ETA of the purchase {{Order Number}},track_order,ORDER
there is an issue submitting my secondary delivery address,set_up_shipping_address,SHIPPING
assistance setting another delivery address up,set_up_shipping_address,SHIPPING
"I do not have a bloody pro account, need help to open one",create_account,ACCOUNT
assistance listing the payment methods,check_payment_methods,PAYMENT
want help to request a compensation of my money,get_refund,REFUND
I am trying to contact a agent,contact_human_agent,CONTACT
want help to write a review for your services,review,FEEDBACK
i have to acquire a product,place_order,ORDER
"I have to check the reimbursement current status, help me",track_refund,REFUND
I don't know what I have to do to download my invoice #37777,get_invoice,INVOICE
I need help seeing the ETA of the order {{Order Number}},track_order,ORDER
want assistance modifying my address,change_shipping_address,SHIPPING
can ya help me notify of registration errors,registration_problems,ACCOUNT
help me to check if there is anything new on the restitution,track_refund,REFUND
"the  address changed, modify it",change_shipping_address,SHIPPING
I want help to cancel the corporate newsletter subscription,newsletter_subscription,SUBSCRIPTION
I need to notify of troubles with payment,payment_issue,PAYMENT
updating {{Account Category}} account,edit_account,ACCOUNT
help me checking in which cases can i request reimbursements,check_refund_policy,REFUND
I don't know how I can speak wih customer service,contact_customer_service,CONTACT
I can't afford purchase {{Order Number}},cancel_order,ORDER
where do I receive rebates of my money?,get_refund,REFUND
I am trying to check in which cases can I request a refund,check_refund_policy,REFUND
help seeing the termination penalty,check_cancellation_fee,CANCEL
can you help me to talk with an agent?,contact_human_agent,CONTACT
find information about editing the delivery address,change_shipping_address,SHIPPING
updating info on {{Account Type}} account,edit_account,ACCOUNT
I don't know what to do to switch to the {{Account Category}} account,switch_account,ACCOUNT
i want assistance to look for my bill #85632,check_invoice,INVOICE
"I need to see the payment options, can you help me?",check_payment_methods,PAYMENT
help to get the bill #37777,get_invoice,INVOICE
"I have got to use the damn pro profile, could you help me?",switch_account,ACCOUNT
is it possible to see purchase {{Order Number}} status?,track_order,ORDER
I need assistance to modify my address,change_shipping_address,SHIPPING
i need assistance to locate bill #85632,check_invoice,INVOICE
I want help cancelling order {{Order Number}},cancel_order,ORDER
could you help me lodge a claim against your business?,complaint,FEEDBACK
I am trying to lodge a complaint against your organization,complaint,FEEDBACK
want help signing up to your newsletter,newsletter_subscription,SUBSCRIPTION
nee to check ur goddamn reimbursement policy help me,check_refund_policy,REFUND
I don't know what to do to cancel the standard account,delete_account,ACCOUNT
sasistance resetting the PIN code of my account,recover_password,ACCOUNT
I have problems with creating my {{Account Type}} acount,create_account,ACCOUNT
I want assistance to check the termination peenalty,check_cancellation_fee,CANCEL
how to check the accepted payment methods,check_payment_methods,PAYMENT
"I want to check the options for shipping, help me",delivery_options,DELIVERY
I am trying to unsubscribe to your company newsletter,newsletter_subscription,SUBSCRIPTION
modiby data on {{Account Category}} account,edit_account,ACCOUNT
I want to see in what cases can I ask for reimbursements,check_refund_policy,REFUND
is it possible to write a review about ur rpoducts,review,FEEDBACK
"I can't open an account, help reporting a signup issue",registration_problems,ACCOUNT
help me call customer assistance,contact_customer_service,CONTACT
I need help to see the ETA of the purchase {{Order Number}},track_order,ORDER
"my experience with your brand was too bad, lodge a complaint",complaint,FEEDBACK
tell me more about canceling my newsletter subscription,newsletter_subscription,SUBSCRIPTION
"my experience with you was awful, lodge a bloody claim",complaint,FEEDBACK
want help restoring the pin code of my user account,recover_password,ACCOUNT
help me to use the {{Account Type}} profile,switch_account,ACCOUNT
I want to download my invoices from {{Person Name}},get_invoice,INVOICE
"I can't pay, can you help me notifying of payment errors?",payment_issue,PAYMENT
I want assistance to reset my pwd,recover_password,ACCOUNT
I need someone,contact_human_agent,CONTACT
i want my rebate of money,get_refund,REFUND
I need assistance submitting the new shipping address,set_up_shipping_address,SHIPPING
"I entered a wrong address, will you help me update it?",change_shipping_address,SHIPPING
"I paid {{Currency Symbol}}{{Refund Amount}} for a purchase, how to receive a compensation?",get_refund,REFUND
I want to know about my corporate newsletter subscription,newsletter_subscription,SUBSCRIPTION
need help informing of an error with payments,payment_issue,PAYMENT
assistance to see the ETA of the order {{Order Number}},track_order,ORDER
help me change the address,change_shipping_address,SHIPPING
chck bill from {{Person Name}},check_invoice,INVOICE
i need assistance to talk with an agent,contact_human_agent,CONTACT
I want to know about signing up to your company newsletter,newsletter_subscription,SUBSCRIPTION
"I want to correct order {{Order Number}}, will you help me?",change_order,ORDER
can i see in what situations can i request to be refunded,check_refund_policy,REFUND
I want to see how soon can I expect the goddamn package,delivery_period,DELIVERY
I don't know how I can get a restitution of my money,get_refund,REFUND
need help to leave a comment for your productsa,review,FEEDBACK
is it possible to order from {{Delivery City}}?,delivery_options,DELIVERY
"I have got to locate the invoice #85632, how can I do it?",check_invoice,INVOICE
want assistance checking your available payment methods,check_payment_methods,PAYMENT
is it possible to restore my fucking user key?,recover_password,ACCOUNT
update pro account,edit_account,ACCOUNT
I am trying to see your reimbursement policy,check_refund_policy,REFUND
i dont know what i need to do to get the invoice #85632,get_invoice,INVOICE
"I need to purchase several items, how can I do it?",place_order,ORDER
checking invoices from {{Person Name}},check_invoice,INVOICE
"I want to list the allowed payment methods, how to do it?",check_payment_methods,PAYMENT
can uhelp me correct purchase {{Order Number}},change_order,ORDER
assistance with opening a standard account,create_account,ACCOUNT
I want assistance to report problems with online payments,payment_issue,PAYMENT
I don't know what to do to switch to the {{Account Type}} account,switch_account,ACCOUNT
can you help me seeing the invoice from {{Person Name}}?,check_invoice,INVOICE
I have got to lodge a reclamation against your business,complaint,FEEDBACK
I have troubles modifying my address,change_shipping_address,SHIPPING
I am waiting for an rebate of {{Currency Symbol}}{{Refund Amount}},track_refund,REFUND
I want assistance to download my bill #85632,get_invoice,INVOICE
switching to platinum account,switch_account,ACCOUNT
can you help me to receive a refund?,get_refund,REFUND
i dont kmow how i can locate bill #37777,check_invoice,INVOICE
can you help me report an error with payments?,payment_issue,PAYMENT
wanna edit the info on my account i need help,edit_account,ACCOUNT
how can I chat with a live agent?,contact_human_agent,CONTACT
i do not know what to do to swtch to the premium account,switch_account,ACCOUNT
can you help me check the early exit penalties?,check_cancellation_fee,CANCEL
I want assistance to leave feedback about a product,review,FEEDBACK
I expect a rebate of {{Currency Symbol}}{{Refund Amount}},track_refund,REFUND
I have to locate my invoice #37777,check_invoice,INVOICE
problem setting up a secondary delivery address,set_up_shipping_address,SHIPPING
is it possible to swap some items of purchase {{Order Number}},change_order,ORDER
leave review about a service,review,FEEDBACK
reporting issue with payments,payment_issue,PAYMENT
i cant delete some items from order {{Order Number}},change_order,ORDER
help me to delete some products from purchase {{Order Number}},change_order,ORDER
i cannot inform of errors wiht a signup,registration_problems,ACCOUNT
i want help listing the accepted payment options,check_payment_methods,PAYMENT
i have to submita secondary shipping address help me,set_up_shipping_address,SHIPPING
the payment failed i need help to report errors with payment,payment_issue,PAYMENT
I want assistance to open a {{Account Type}} account for my fiance,create_account,ACCOUNT
I want to check the withdeawal charges,check_cancellation_fee,CANCEL
I need to see what delivery methods you offer,delivery_options,DELIVERY
i have troubles editing my delivery address,change_shipping_address,SHIPPING
I want to leave a review for a product,review,FEEDBACK
canceling order,cancel_order,ORDER
how can I inform of an error with a signup?,registration_problems,ACCOUNT
i need help cancelling order {{Order Number}},cancel_order,ORDER
"I have to correct order {{Order Number}}, can I get some help?",change_order,ORDER
I am trying to recover the pass of my profile,recover_password,ACCOUNT
need help to subscribe to your corporate newsletter,newsletter_subscription,SUBSCRIPTION
problem with modifying purchase {{Order Number}},change_order,ORDER
i dont know what i have to do to remove my {{Account Type}} account,delete_account,ACCOUNT
I need help to enter another delievry address,set_up_shipping_address,SHIPPING
can uhelp me to modify the data on my user,edit_account,ACCOUNT
help me to see what shipping options I have,delivery_options,DELIVERY
uhave an method to leave feedback,review,FEEDBACK
delete article from order {{Order Number}},change_order,ORDER
is it possible to order from {{Delivery City}} ?,delivery_options,DELIVERY
i have to use the {{Account Type}} profile how do ik do it,switch_account,ACCOUNT
I want help speaking to a person,contact_human_agent,CONTACT
I don't know how I can speak to an agent,contact_human_agent,CONTACT
I am trying to submit my secondary delivery addrerss,set_up_shipping_address,SHIPPING
help me informing of signup errors,registration_problems,ACCOUNT
I do not know how I could get a fucking rebate of my money,get_refund,REFUND
i dont know what i need to do to subscribe to ur newsletter,newsletter_subscription,SUBSCRIPTION
"I lost my invoices from {{Person Name}}, find them for me",check_invoice,INVOICE
i cannot afford purchase {{Order Number}},cancel_order,ORDER
I want help to leave a goddamn comment about your company,review,FEEDBACK
problems with platinum account deletions,delete_account,ACCOUNT
help me see the status of purchase {{Order Number}},track_order,ORDER
see purchase {{Order Number}} current status,track_order,ORDER
check invoices from {{Person Name}},check_invoice,INVOICE
I cannot see purchase {{Order Number}} current status,track_order,ORDER
what do I have to do to see my bill #00108?,check_invoice,INVOICE
I can't add an item to order {{Order Number}},change_order,ORDER
where can i check themethods for shipment,delivery_options,DELIVERY
help to update the information included on my account,edit_account,ACCOUNT
help me recovering the password of my account,recover_password,ACCOUNT
"my address has changed, how could I change it?",change_shipping_address,SHIPPING
question about cancelling purchase {{Order Number}},cancel_order,ORDER
I'm calling to leave feedback for ur products,review,FEEDBACK
help me to check the current status of purchase {{Order Number}},track_order,ORDER
uare not helpful could uhelp me talk to a damn agent,contact_human_agent,CONTACT
help me seeing if there are any updates on the compensation,track_refund,REFUND
how do I check at what time I can call customer support?,contact_customer_service,CONTACT
help me seeing in which situations can I ask for a refund,check_refund_policy,REFUND
"I want to see your damn money back policy, I need help",check_refund_policy,REFUND
how can I see what hours I can reach customer service?,contact_customer_service,CONTACT
how to use the standard profile?,switch_account,ACCOUNT
help me checking how soon can I expect my parcel,delivery_period,DELIVERY
there are troubles correcting my address,change_shipping_address,SHIPPING
I need help checking what delivery methods I can choose,delivery_options,DELIVERY
i need assistance restorng the key of my profile,recover_password,ACCOUNT
help seeing the termination charges,check_cancellation_fee,CANCEL
"I need to see how long refunds usually take, how to do it?",check_refund_policy,REFUND
I do not know how to see how soon can I expect the product,delivery_period,DELIVERY
is it possible to take a quick look at the invoice #85632?,check_invoice,INVOICE
where can i order a few of ur product,place_order,ORDER
need help ordering several oof your product,place_order,ORDER
help me to check how long reimbursements usuaoly take,check_refund_policy,REFUND
I try to obtain a reimbursement of my money,get_refund,REFUND
I have got to unsubscribe to the company newsletter,newsletter_subscription,SUBSCRIPTION
"I cannot open an account, I have to inform of a signup issue",registration_problems,ACCOUNT
i have to download the bill from {{Person Name}},get_invoice,INVOICE
modifying details on standard account,edit_account,ACCOUNT
"I don't use my gold account, I want assistance removing it",delete_account,ACCOUNT
what do I have to do to change to the {{Account Type}} account?,switch_account,ACCOUNT
chek in which cases can I request reimbursements,check_refund_policy,REFUND
find ionvoice #12588,check_invoice,INVOICE
"I haven't signed up, could I create a {{Account Type}} account with you?",create_account,ACCOUNT
changing info on {{Account Category}} account,edit_account,ACCOUNT
I need assistance to enter a secondary shipping address,set_up_shipping_address,SHIPPING
assistance updating the damn user information,edit_account,ACCOUNT
can you help me to delete my premium account?,delete_account,ACCOUNT
i have to acquire some articles,place_order,ORDER
have a problem with the deletion of my {{Account Category}} account,delete_account,ACCOUNT
I have an issue setting the new delivery address up,set_up_shipping_address,SHIPPING
what do I need to do to purchase a product?,place_order,ORDER
need assistance to make a customer claim against ur business,complaint,FEEDBACK
I do not know what to do to download the invoice #12588,get_invoice,INVOICE
I do not know how I can change to the {{Account Category}} account,switch_account,ACCOUNT
i havent signed up yet help me creatin a customer profile,create_account,ACCOUNT
"I have got to see the available payment methods, I need help",check_payment_methods,PAYMENT
I have to inform of damn problems with payment,payment_issue,PAYMENT
want help downloading the invoice #00108,get_invoice,INVOICE
I try to see my restitution status,track_refund,REFUND
contact a fucking live agent,contact_human_agent,CONTACT
I have got to know if there are any updates on my rebate,track_refund,REFUND
can i check what payment options ya accept,check_payment_methods,PAYMENT
help checking the eta of purchase {{Order Number}},track_order,ORDER
i have got to download my invoice #37777,get_invoice,INVOICE
wannha add a goddamn item to order {{Order Number}},change_order,ORDER
i dont know how to request a refund,get_refund,REFUND
see ETA of order {{Order Number}},track_order,ORDER
I can't modify theaddress,change_shipping_address,SHIPPING
I need assistance to subscribe to your newsletter,newsletter_subscription,SUBSCRIPTION
give me information about modifying the address,change_shipping_address,SHIPPING
i need assistance takinmg a quick look at invoice #00108,check_invoice,INVOICE
I have got to obtain a compensation of money,get_refund,REFUND
tghere is a problem trying to change the delivery address,change_shipping_address,SHIPPING
where can I demand a refund?,get_refund,REFUND
how do I sign up to the corporate newsletter?,newsletter_subscription,SUBSCRIPTION
I do not know how I can earn an few of your item,place_order,ORDER
i want help seeing the ETA of order {{Order Number}},track_order,ORDER
where can i lodge a claim against ur company,complaint,FEEDBACK
I want to see at what time I can call customer support,contact_customer_service,CONTACT
I need assistance to see your refund policy,check_refund_policy,REFUND
i have to lodge a consumer claim against ur ocmpany,complaint,FEEDBACK
I need assistance solving payment errors,payment_issue,PAYMENT
want assistance contacting an agent,contact_human_agent,CONTACT
I don't know how I can cotnact somebody,contact_human_agent,CONTACT
can you help me to notify of issues with online payment?,payment_issue,PAYMENT
i want assistance checking invoice #12588,check_invoice,INVOICE
help me see the current status of the refund,track_refund,REFUND
i dont know how to request restitutions of my money,get_refund,REFUND
wanna knowabout updating the address,change_shipping_address,SHIPPING
I need help checking if there are any updates on my refund,track_refund,REFUND
want helpp checking the termination penalties,check_cancellation_fee,CANCEL
checking order {{Order Number}} current status,track_order,ORDER
editing personal information,edit_account,ACCOUNT
I want help to check in which cases can I ask for a refund,check_refund_policy,REFUND
i want assistance talking to customer service,contact_customer_service,CONTACT
problems with canceling purchase {{Order Number}},cancel_order,ORDER
help me to talk to customer suport,contact_customer_service,CONTACT
what do I have to do to check the status of my rebate?,track_refund,REFUND
where do I lodge a consumer claim against your business?,complaint,FEEDBACK
howto inform of problems with signup?,registration_problems,ACCOUNT
help to unsubscribe frmo your company newsletter,newsletter_subscription,SUBSCRIPTION
"I need to write an opinion about an service, how to do it?",review,FEEDBACK
what do i have to do to get my bill #12588,get_invoice,INVOICE
i have got to file a customer claim,complaint,FEEDBACK
"I have to see the methods for shipment, I need assistance",delivery_options,DELIVERY
is there a method to submit a review for ur company,review,FEEDBACK
is it possible to earn something?,place_order,ORDER
want help checking what shipment methods you offer,delivery_options,DELIVERY
is it possible to cancel the newsletter subscription,newsletter_subscription,SUBSCRIPTION
error setting a new shipping address up,set_up_shipping_address,SHIPPING
i have got to set the new deliver address up how do i do it,set_up_shipping_address,SHIPPING
i haveto get the invoice from {{Person Name}} how can i do it,get_invoice,INVOICE
i need assistance seeing my invoice from {{Person Name}},check_invoice,INVOICE
where do I check how soon can I expect the item?,delivery_period,DELIVERY
I want to file a consumer claim against your business,complaint,FEEDBACK
correcting infornation on premium account,edit_account,ACCOUNT
where can I check what hourw I can call customer support?,contact_customer_service,CONTACT
I am trying to hcange some articles of purchase {{Order Number}},change_order,ORDER
"you are not helpful, I need help chatting with an assistant",contact_human_agent,CONTACT
how can i receive the newsletter,newsletter_subscription,SUBSCRIPTION
help to modify the fucking information on my profile,edit_account,ACCOUNT
where to set up my delivery address,set_up_shipping_address,SHIPPING
want help signing up to the newsletter,newsletter_subscription,SUBSCRIPTION
i want help to file a complaint against ur business,complaint,FEEDBACK
can I make a consumer reclamation against your organization?,complaint,FEEDBACK
edit information on {{Account Type}} account,edit_account,ACCOUNT
do you shp to {{Delivery City}}?,delivery_options,DELIVERY
can uhelp me to see in which cases can i ask to be refunded,check_refund_policy,REFUND
how much would ucharge me for breaking the contract,check_cancellation_fee,CANCEL
tell available payment modalities,check_payment_methods,PAYMENT
how can i find information about correcting the address,change_shipping_address,SHIPPING
change purxhase {{Order Number}},change_order,ORDER
I can't check if there is anything new on the compensation,track_refund,REFUND
i want assistance seeing ur accepted payment opotions,check_payment_methods,PAYMENT
how can i use the {{Account Category}} proile,switch_account,ACCOUNT
I'm waiting for a reimbjrsement of {{Currency Symbol}}{{Refund Amount}},track_refund,REFUND
Ido not know how I can leave a comment,review,FEEDBACK
I want assistance speaking to customer support,contact_customer_service,CONTACT
i cannot understand ui want assistance to chat with an agent,contact_human_agent,CONTACT
where do I cancel purchase {{Order Number}}?,cancel_order,ORDER
I have to leave some feedback about a service,review,FEEDBACK
I do not know how to ask for a restitution of my money,get_refund,REFUND
how to see what options for delivery you offer?,delivery_options,DELIVERY
could ya help me solving an error with payments,payment_issue,PAYMENT
modify {{Account Category}} account,edit_account,ACCOUNT
can uhelp me cancelling purchase {{Order Number}},cancel_order,ORDER
assistance checking the ETA of the purchase {{Order Number}},track_order,ORDER
can you help me check what delivery methods are available?,delivery_options,DELIVERY
want help seeing at what time I can reach customer servie,contact_customer_service,CONTACT
I need to talk with bloody customer support,contact_customer_service,CONTACT
I am trying to update my shipping address,change_shipping_address,SHIPPING
there are errors setting a different delivery address up,set_up_shipping_address,SHIPPING
how can I report payment errors?,payment_issue,PAYMENT
where can i check the termination penalties,check_cancellation_fee,CANCEL
where can I acquire a few of your article?,place_order,ORDER
where do I file an customer claim against your organization?,complaint,FEEDBACK
see order {{Order Number}} status,track_order,ORDER
help me calling customer service,contact_customer_service,CONTACT
could uhelp me requesting a rebate of money,get_refund,REFUND
I can't swap several items of purchase {{Order Number}},change_order,ORDER
how can I list your available payment methods?,check_payment_methods,PAYMENT
I want assistance seeing how soon can I expect my product,delivery_period,DELIVERY
"I want to unsubscribe from your newsletter, can you help me?",newsletter_subscription,SUBSCRIPTION
"I want to check the early exit fee, could you help me?",check_cancellation_fee,CANCEL
can you help me take a quick look at the invoice #85632?,check_invoice,INVOICE
I want help to use the {{Account Category}} account,switch_account,ACCOUNT
I want to see in what cases can I request my money back,check_refund_policy,REFUND
how can I update the user info?,edit_account,ACCOUNT
i dont know how i can check what delivery methods i have,delivery_options,DELIVERY
where can i see the ETA of purchase {{Order Number}},track_order,ORDER
I have a question about canceling purchase {{Order Number}},cancel_order,ORDER
need assistance to see the status of purchase {{Order Number}},track_order,ORDER
can i check the termination fee,check_cancellation_fee,CANCEL
I am trying to inform of a problem with a signup,registration_problems,ACCOUNT
I have a trouble setting a secondary delivery address up,set_up_shipping_address,SHIPPING
i try to talk with an assistant,contact_human_agent,CONTACT
